PRODUCT,UF,MODEL,DATA,MAPE,POCID,PBE,MASE,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12
gasolinadeaviacao,pi,Prophet,Catch22,1.39E+16,63.63636364,-46.76003498,0.77802797,33.01606023,28.80608433,34.82496257,35.80452988,40.28748806,42.95537341,37.0925999,38.2697463,35.58820246,35.33618571,38.33092765,35.0602889
gasolinadeaviacao,pr,Prophet,Catch22,0.389714988,63.63636364,-32.90472539,0.922279624,394.5977241,309.9290295,302.5640435,280.250735,291.7808482,305.8561267,306.4317097,306.3553196,339.3385813,374.9133911,371.0007858,348.4470194
gasolinadeaviacao,rj,Prophet,Catch22,0.232388482,63.63636364,23.41969748,1.489706641,84.7768488,77.12943317,76.59291449,77.32019299,79.13701531,80.54713667,81.16949171,80.20390444,80.44032625,91.46422971,86.2881413,81.05659638
gasolinadeaviacao,rn,Prophet,Catch22,5.010717807,27.27272727,-34.39902181,0.778194262,11.97668566,12.69902047,12.32809598,13.18133342,12.22782681,15.28188015,15.38515643,12.21566861,15.58516975,13.73952982,13.32191913,12.84463953
gasolinadeaviacao,ro,Prophet,Catch22,1.15998241,63.63636364,101.4806057,0.966897153,3.942060053,-17.33917075,0.581381236,9.762435569,5.77549717,17.72269264,15.86143838,-3.803201843,3.409066361,11.09919778,-17.81705122,-37.13627019
gasolinadeaviacao,rr,Prophet,Catch22,1.380150088,63.63636364,-112.597067,0.864212593,205.4405706,178.6367507,179.6851424,185.7601816,190.8774696,210.2071004,199.3930105,192.4448359,179.0675148,201.1928449,204.4322476,179.880663
gasolinadeaviacao,rs,Prophet,Catch22,0.42023927,90.90909091,-29.77899441,0.943573261,291.0879012,217.2640007,195.9934696,225.7669783,248.4659974,283.1045075,266.4279784,364.5254264,391.5815363,426.7664737,463.0671117,406.0434514
gasolinadeaviacao,sc,Prophet,Catch22,0.199820233,54.54545455,-1.963467906,0.638646822,161.0178175,144.6215958,142.957979,135.2273469,121.237752,139.095908,148.1501522,164.5850403,168.7320285,171.4384885,182.7293905,155.5856299
gasolinadeaviacao,se,Prophet,Catch22,3.6603E+15,18.18181818,36.53133998,1.087059155,0.94779487,3.044159505,1.927082765,0.574644303,2.009543075,-0.140730834,1.353234292,3.983921645,1.662333205,1.062323565,3.30428932,0.82128703
gasolinadeaviacao,sp,Prophet,Catch22,0.517830643,72.72727273,52.22483377,2.353444553,425.7499423,326.5263439,314.1248378,261.9853292,246.5657156,299.6049984,256.5537108,261.3414363,273.548204,333.0530748,309.9011728,293.9023786
gasolinadeaviacao,to,Prophet,Catch22,0.639269913,81.81818182,-47.36385928,1.146827422,165.8690831,134.1320528,147.4281027,185.7860238,203.090463,203.4038719,192.4099404,163.5973492,174.8263172,234.4073815,215.1460119,195.745967
glp,ac,Prophet,Catch22,0.038137123,72.72727273,2.166381665,0.828319901,3205.677336,3163.5695,3185.581756,3097.502208,3176.292827,3120.602501,3050.782348,3151.566788,3119.074934,3260.969252,3049.389328,3057.04461
glp,al,Prophet,Catch22,0.051796925,72.72727273,5.000538612,1.135493378,14539.33857,14059.88053,14914.54582,14834.87349,15704.08461,15623.09364,14953.52882,15269.85822,14554.07085,15308.42498,14263.53497,13524.14826
glp,am,Prophet,Catch22,0.041111613,72.72727273,-3.057178145,0.884378589,16008.82379,15422.25915,15820.75118,15198.77949,15720.61786,15578.03555,15127.20356,15459.14782,15351.01848,15921.505,15230.2744,14833.58724
glp,ap,Prophet,Catch22,0.02917349,72.72727273,-0.736984381,1.051922488,2805.553303,2735.701874,2798.85479,2696.851763,2734.599539,2738.234726,2676.732596,2744.616784,2630.534888,2842.570854,2636.042247,2628.66687
glp,ba,Prophet,Catch22,0.038407524,63.63636364,0.714049586,0.764335679,71425.18425,69528.57517,75342.00609,75960.94617,79169.36799,77629.75726,71599.36821,72430.69005,68885.22272,72941.79062,66054.64056,62825.71798
glp,ce,Prophet,Catch22,0.070717418,72.72727273,7.199593696,2.321681957,40994.19276,40577.98199,41707.61105,41608.717,42335.1948,42015.80951,40755.08966,40764.3887,39696.82006,41929.45728,39604.95831,37875.17436
glp,df,Prophet,Catch22,0.032657837,72.72727273,-2.957469019,0.708863559,15278.93862,14976.903,15349.29203,15531.55989,15546.75384,15405.36104,14402.62995,14543.48083,14301.06751,15134.51276,13285.51827,13905.43983
glp,es,Prophet,Catch22,0.146400048,36.36363636,-14.43336736,3.011119295,25325.47863,25962.30491,27234.93809,26807.75277,27149.86313,27072.62203,25987.19253,25885.17916,24648.33603,26032.62423,24470.28724,23250.69991
glp,go,Prophet,Catch22,0.049383237,90.90909091,-4.852900632,1.672562917,51919.4206,50262.93834,52066.83297,50899.42987,51686.48557,52444.84443,48772.06364,51196.59157,50026.52274,51864.04912,50279.52204,48975.83085
glp,ma,Prophet,Catch22,0.04771534,63.63636364,4.607762345,1.024945958,26751.81862,26177.19762,26400.28168,25802.19909,26486.93059,26174.50456,25414.43167,25757.60168,25274.97568,26590.65826,25313.23326,24623.92075
glp,mg,Prophet,Catch22,0.124030112,63.63636364,10.95770505,1.225605517,105621.8388,103519.7555,108683.1649,109420.2604,111866.5085,110520.3238,104378.9016,105043.1001,102904.2417,106377.3482,100379.254,98112.84314
glp,ms,Prophet,Catch22,0.032630524,63.63636364,-1.89525952,0.908846059,15439.52012,14982.9961,15535.5313,15894.75647,16135.0387,15866.86831,14760.99762,15067.34738,14540.87943,15150.1224,14235.66324,14105.58132
glp,mt,Prophet,Catch22,0.034301909,72.72727273,-1.058455107,1.119950623,21227.48741,20230.92099,20495.73982,20279.23909,20981.62566,20536.3492,19729.64037,20310.70973,19815.90113,20403.53788,19724.95861,19428.28603
glp,pa,Prophet,Catch22,0.04885235,81.81818182,4.89221728,1.275645938,33330.44725,32432.33701,32962.89473,32278.01296,32282.06886,32527.25811,31679.52888,32782.37899,31524.71677,33391.28119,31517.20029,31050.00086
glp,pb,Prophet,Catch22,0.045234314,72.72727273,4.573338021,1.103913416,20509.96698,19929.34954,20791.70254,20996.06785,21785.06541,21395.04104,20527.38168,20543.25513,19859.68191,20987.87844,19511.60754,18782.90422
glp,pe,Prophet,Catch22,0.084232016,81.81818182,8.441274573,2.714796932,42284.22363,40767.85394,43300.4777,43520.10036,45992.47093,45494.12467,42698.82026,43071.20511,40603.39958,43966.12939,38688.2025,37663.04091
glp,pi,Prophet,Catch22,0.104220575,54.54545455,10.60940886,1.4467735,13912.05033,13699.63106,13851.22942,13732.16035,13864.59462,13777.99642,13283.90262,13431.02014,13100.66434,13837.6122,13340.29303,12770.57042
glp,pr,Prophet,Catch22,0.047543466,72.72727273,4.838702732,1.589970071,79874.0571,78697.45212,85444.52628,87186.17945,88242.47906,86961.14181,81863.30107,82775.42057,78991.02828,78376.77166,73358.29665,72707.52343
glp,rj,Prophet,Catch22,0.061106295,81.81818182,-6.121719739,1.096164135,80874.08251,79988.30492,85369.97706,87153.87638,88212.67802,88833.8631,83787.47125,83761.3136,80065.85658,84014.57964,73443.5338,72775.40411
glp,rn,Prophet,Catch22,0.02813657,72.72727273,2.137567788,1.353131474,16987.45162,16457.47572,17212.94427,17066.02688,17812.10407,17521.48097,16959.54823,17031.01765,16547.23052,17390.35476,16371.09926,15642.22556
glp,ro,Prophet,Catch22,0.029662461,54.54545455,0.291407092,0.9177375,7932.643535,7520.356483,7691.877705,7509.862224,7654.277658,7619.695903,7351.860994,7491.418062,7478.45841,7977.57149,7141.302778,7286.337965
glp,rr,Prophet,Catch22,0.067716974,72.72727273,-6.71509452,2.182781768,2704.481633,2596.771854,2734.358035,2615.526947,2727.859642,2654.407833,2580.526527,2591.113788,2558.503746,2698.050188,2500.823284,2502.578207
glp,rs,Prophet,Catch22,0.053349448,81.81818182,5.256730003,1.516499886,57716.04841,62101.22339,66625.19393,70954.22219,67657.16406,71093.50353,65460.78477,66208.12289,62417.82442,62028.54132,57837.05232,56138.55221
glp,sc,Prophet,Catch22,0.062226387,72.72727273,3.537998508,1.116745194,47485.10355,46746.05458,49499.42537,50127.19016,50864.45977,48548.01296,45584.21415,46437.90229,43876.714,43472.58597,42120.74275,41997.8327
glp,se,Prophet,Catch22,0.04306598,81.81818182,3.468042477,0.609909598,11531.13425,11195.33703,11941.70209,11988.31238,12508.61147,12233.68806,11464.39547,11727.77229,11196.98947,11818.7841,10729.92157,10296.19592
glp,sp,Prophet,Catch22,0.045353455,90.90909091,-3.592851775,1.132766748,267953.5909,264930.3543,277219.8756,286088.3249,290555.0262,291292.9337,278671.6388,284784.0456,274343.8132,277359.1661,259481.6627,257102.0542
glp,to,Prophet,Catch22,0.048817309,72.72727273,4.637197681,1.080355938,7302.023686,7011.067169,6979.188223,6908.304525,7050.725294,7109.567699,6857.626752,7071.846316,6956.35478,7270.471261,6984.168189,6709.956906
oleocombustivel,ac,Prophet,Catch22,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
oleocombustivel,al,Prophet,Catch22,0.587775126,54.54545455,7.346313441,0.967178646,57.54854341,48.11542352,40.66052733,43.51116663,50.63054536,50.09855506,50.89666357,52.08963147,42.75806931,43.47791365,40.49738919,37.29619183
oleocombustivel,am,Prophet,Catch22,0.390423195,36.36363636,-9.046847251,0.950469533,131.0335077,132.3880004,131.0462822,119.5911944,160.5435801,153.2492891,148.4156537,141.8228359,144.1572694,143.5672319,128.4593656,101.2049523
oleocombustivel,ap,Prophet,Catch22,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
oleocombustivel,ba,Prophet,Catch22,0.274532761,45.45454545,29.74769374,0.672882591,10777.48357,9339.487843,9161.752218,10073.70503,11015.12745,12015.10022,10647.64156,11354.66395,10249.28898,9772.151967,9636.341709,8852.32868
oleocombustivel,ce,Prophet,Catch22,0.242158139,72.72727273,13.3912684,0.620711531,78.06545988,71.53800886,74.2867434,79.63477936,87.25809766,93.53576303,92.5178224,100.7728166,95.34801485,83.84372339,82.41189274,72.35954121
oleocombustivel,df,Prophet,Catch22,0.586883639,54.54545455,-25.20226105,0.945364045,46.12846324,47.33504735,40.0555711,49.25536792,42.35852378,42.55939372,43.54345416,43.14084195,40.52773128,41.69242743,39.18426986,29.78188224
oleocombustivel,es,Prophet,Catch22,2.74E+17,45.45454545,53.52568578,0.736060394,765.4744347,384.9682225,597.876812,342.9743564,470.2761688,729.8481559,437.8489295,613.8925371,409.6599248,588.1811313,460.8754452,-34.71115863
oleocombustivel,go,Prophet,Catch22,0.239987903,45.45454545,-10.75116263,0.860193444,5117.137421,4933.797426,4922.638836,4814.365603,5395.761706,5720.382124,5584.240737,5419.102691,4779.951053,4978.858876,5119.654674,4166.223851
oleocombustivel,ma,Prophet,Catch22,0.143277931,54.54545455,-4.979123022,0.864278247,33924.80631,31793.33348,33089.53276,33314.78854,34353.86365,33292.67726,33432.67455,34464.38907,34409.98827,34121.48248,34154.66829,31059.72449
oleocombustivel,mg,Prophet,Catch22,0.137054468,63.63636364,-6.679236044,0.366197986,11553.18915,10773.27648,11533.02457,12041.02808,12096.01517,12749.47262,11086.97624,10637.47442,10214.36197,10265.3326,9902.290605,9246.910292
oleocombustivel,ms,Prophet,Catch22,1.64E+17,54.54545455,-24.9374137,0.848887576,450.0960827,415.1336176,380.5585833,493.7077698,379.9062371,458.912358,410.4720085,385.2209673,457.0346456,436.3268765,381.3674308,395.3266437
oleocombustivel,mt,Prophet,Catch22,8.58E+16,63.63636364,-123.8249139,0.992280041,72.01007932,74.60125416,25.54888445,49.66488887,65.90226254,45.76906693,42.82946288,37.80153626,42.27946729,51.42537109,38.39796832,38.82346211
oleocombustivel,pa,Prophet,Catch22,0.035893594,72.72727273,-0.222129126,0.601482659,62340.74925,62072.57856,60256.00124,61345.27483,62585.13801,62301.43935,60620.71524,61768.74594,61517.38727,62713.26705,60941.44637,59699.18542
oleocombustivel,pb,Prophet,Catch22,4.30E+16,18.18181818,97.64066144,0.953372364,16.06396394,2.679156413,12.46428328,12.22087301,11.09280715,16.92880183,24.21790941,5.95965672,7.826093755,16.47810819,33.41759798,-18.80775919
oleocombustivel,pe,Prophet,Catch22,0.565397595,36.36363636,56.09648488,0.975834433,204.4169385,186.1227003,185.3128453,198.9816734,209.2601752,210.9538091,219.5825576,210.2165507,194.5581024,207.5917137,186.042622,180.6041029
oleocombustivel,pi,Prophet,Catch22,2.64E+16,27.27272727,-93.67428676,3.104550899,13.87293721,16.79560544,15.7844983,18.36739032,19.01885907,18.75997514,18.19546179,18.42060755,17.95704873,18.3331671,17.96676286,14.49513562
oleocombustivel,pr,Prophet,Catch22,0.223385233,90.90909091,-21.61126218,1.375665349,14860.34654,13806.79508,13637.64754,15496.12211,14129.58452,15829.93029,13707.14009,12952.43055,13366.82298,12483.37322,14356.80556,13255.3363
oleocombustivel,rj,Prophet,Catch22,2.22E+16,54.54545455,107.1706807,1.375810954,4.874312193,-433.8023782,-65.04543854,-24.56202313,167.8991777,59.12251205,-341.4053917,-82.80093203,-135.2043113,-81.93909079,-344.6684693,-411.5269722
oleocombustivel,rn,Prophet,Catch22,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
oleocombustivel,ro,Prophet,Catch22,0.5,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0
oleocombustivel,rr,Prophet,Catch22,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
oleocombustivel,rs,Prophet,Catch22,0.671111157,63.63636364,74.43509551,1.360409648,2049.883012,2834.268537,3128.73829,2831.763378,2925.808144,3592.151459,2670.154041,2493.020026,2362.171817,984.134972,1245.204139,892.7811382
oleocombustivel,sc,Prophet,Catch22,0.215539633,45.45454545,4.209301138,0.656964009,3005.596332,2818.308182,3141.141373,3194.506828,3298.958551,2727.115754,2400.921001,2553.241743,2157.162703,1503.999728,2223.970925,1875.566209
oleocombustivel,se,Prophet,Catch22,2.77681E+15,45.45454545,47.78559336,0.882182986,9.784291592,7.398907529,7.397502985,9.916533874,14.39746239,14.91592642,13.70144478,14.79940612,11.46282095,13.97579192,12.307191,6.243207522
oleocombustivel,sp,Prophet,Catch22,0.838208941,63.63636364,-76.58170086,2.234118005,13852.50553,13366.60611,14131.94318,14243.99792,14390.1295,15070.69549,13936.17893,14762.04273,14304.89431,14039.82558,12830.37585,12711.83696
oleocombustivel,to,Prophet,Catch22,6.66E+16,0,-1.78E+24,1.436020644,17.77245692,11.37263172,14.67891835,15.31400479,23.3387354,18.27307535,14.21608063,10.67933555,12.37780735,9.814267617,17.01871459,12.7222846
oleodiesel,ac,Prophet,Catch22,0.066017363,81.81818182,5.074762656,1.010202732,12066.57136,11702.33897,12570.45059,12760.96379,13710.8224,13830.48378,13575.37425,13786.48491,12449.91816,12400.84407,13040.05659,11425.51719
oleodiesel,al,Prophet,Catch22,0.081372959,72.72727273,-4.77906884,1.369483787,36910.47961,33974.05233,29997.3711,32432.7014,34274.83352,34769.81932,36215.88549,41024.78109,40837.79005,42745.351,40880.62347,36423.89586
oleodiesel,am,Prophet,Catch22,0.205360772,63.63636364,-17.45375548,1.188518746,89999.33396,90237.93791,90642.77489,91549.99759,94809.60481,96985.57072,92477.89102,93134.18313,87862.50284,88507.46966,84523.55894,83578.24701
oleodiesel,ap,Prophet,Catch22,0.266879411,63.63636364,-26.26907328,1.8575009,9688.273882,9883.800922,9760.551928,10585.13435,11131.11485,11552.19648,10949.38953,11010.81462,10839.75019,10701.93907,10376.75323,9888.844168
oleodiesel,ba,Prophet,Catch22,0.048412518,63.63636364,1.099569456,0.513849727,289431.7228,294589.5889,296060.3204,289117.3432,308130.6423,310654.4459,302118.0987,297297.9102,280061.4782,286902.5268,276455.6627,269479.6076
oleodiesel,ce,Prophet,Catch22,0.038193135,90.90909091,-2.226708145,0.500184026,94132.29615,92276.53017,95617.31551,97987.68537,104056.6377,105541.7001,102772.4314,104082.6991,99865.14465,102670.5398,97717.68096,91514.08591
oleodiesel,df,Prophet,Catch22,0.040727819,81.81818182,2.106702824,1.102826931,32688.22331,31658.22544,32368.3103,31506.22211,33944.12447,35803.05666,32360.34934,32975.72034,30522.45662,30642.06054,27044.72123,29271.21132
oleodiesel,es,Prophet,Catch22,0.038228922,72.72727273,-0.275437161,0.847301584,113903.3325,109637.2586,113646.8757,114265.6869,116965.8578,119979.8227,113557.8232,115513.0629,106553.6119,110077.1586,108406.9858,104588.9418
oleodiesel,go,Prophet,Catch22,0.146305178,90.90909091,-14.24809999,2.383941575,335320.9374,330745.3074,333336.291,335581.8265,371862.8031,369870.7933,344727.9732,362105.0442,325551.2779,296607.4421,289996.1672,322324.525
oleodiesel,ma,Prophet,Catch22,0.08199995,90.90909091,8.061079623,1.076078836,121997.7148,118792.8289,123950.5061,131092.1849,139559.8813,141096.6271,134308.9552,138337.1129,131976.0732,136039.6184,123459.7809,113888.2733
oleodiesel,mg,Prophet,Catch22,0.070220835,90.90909091,6.275844149,1.21601071,649691.5588,636980.4269,659876.5254,657477.0838,686299.4053,698890.2753,660476.281,668200.5157,615852.6406,590455.1106,569651.5817,577819.1006
oleodiesel,ms,Prophet,Catch22,0.082169755,72.72727273,6.738241283,0.992330419,168932.9058,153804.7285,151650.8105,156855.8374,170092.0306,175519.5338,164147.0912,167532.9406,152533.1883,137252.5536,137885.4192,153696.0958
oleodiesel,mt,Prophet,Catch22,0.140094584,63.63636364,11.93185112,1.636904511,311049.0514,274200.1976,268975.2837,301245.9037,328343.711,321820.5519,304033.7723,320405.4876,272314.4518,241611.6864,258282.617,295082.8468
oleodiesel,pa,Prophet,Catch22,0.04062645,63.63636364,2.661942357,0.995170959,231398.929,227624.9689,238003.9972,250649.4099,263113.2199,263162.4732,251114.0847,252704.1194,241264.4803,241796.1157,229643.0962,220764.6836
oleodiesel,pb,Prophet,Catch22,0.046532837,72.72727273,0.139038579,0.587806565,39013.09243,36192.61645,37391.54179,37640.46908,40821.98189,42200.8812,42704.12541,44072.11222,41088.50941,42189.87563,40397.76296,36552.78813
oleodiesel,pe,Prophet,Catch22,0.098862008,90.90909091,10.12254128,2.559570899,111503.1414,108781.4508,112993.4979,110979.2013,115813.0371,119235.7354,123736.4461,126304.9943,120926.3597,121114.9041,117894.5936,116311.1139
oleodiesel,pi,Prophet,Catch22,0.047161761,63.63636364,-3.082925573,0.760098843,51720.43287,55089.12334,54688.56437,56906.19253,62192.61549,61578.47543,56009.50157,59566.60608,57037.35362,56830.88566,54089.00235,49976.30237
oleodiesel,pr,Prophet,Catch22,0.088388841,72.72727273,9.146845762,1.251904949,518549.8253,485460.0116,487483.6872,486658.8347,507886.9818,529844.0647,506295.2231,516664.5316,481424.9482,464167.8292,458883.4155,468510.7058
oleodiesel,rj,Prophet,Catch22,0.045036122,81.81818182,3.988430259,0.597349404,222953.0379,215329.8435,224587.7752,219753.863,229839.5663,231650.3548,222182.5299,227759.6729,215763.6606,223211.7169,211997.0863,202681.3552
oleodiesel,rn,Prophet,Catch22,0.035324534,90.90909091,-1.132766711,0.842110639,38886.07085,37534.92784,38539.84653,38912.56082,40463.38061,41596.33343,41317.80251,42403.21208,40942.01836,41900.22754,40243.51724,37418.89114
oleodiesel,ro,Prophet,Catch22,0.268316978,54.54545455,-26.47060993,2.556395443,96657.31963,91486.72596,94269.60949,104257.0041,109106.0004,108921.2248,103665.4875,101834.5976,94847.21244,91653.52502,84961.26735,87502.07529
oleodiesel,rr,Prophet,Catch22,0.340963339,63.63636364,-33.45399071,1.233040765,30317.99596,25382.76869,22422.50953,18925.85252,20134.68527,25772.76244,29758.62113,30239.6876,28048.96579,30418.74098,27574.7798,25685.93662
oleodiesel,rs,Prophet,Catch22,0.097742737,72.72727273,9.671465288,1.50987113,333160.3319,324667.4697,291963.2506,274933.2629,279283.7509,307551.3106,298747.7766,328101.2108,314555.2119,277517.6974,264073.1743,264170.5485
oleodiesel,sc,Prophet,Catch22,0.039474882,63.63636364,0.964658865,0.872210617,264356.5153,254437.8492,254668.6451,248470.186,256206.5407,262337.8712,252534.2439,257020.6304,248704.5894,240266.0792,239010.1214,241114.4514
oleodiesel,se,Prophet,Catch22,0.108818015,72.72727273,-10.60398665,2.142137311,35185.74813,33614.73422,34586.01012,32616.03734,33654.20967,35662.73881,36109.47253,36881.941,35800.15859,36392.34156,34521.6162,32706.61943
oleodiesel,sp,Prophet,Catch22,0.119099311,81.81818182,12.02778915,1.924589724,995660.6924,968127.8092,1039433.819,1054883.656,1089268.882,1126631.799,1048960.969,1079428.337,989478.888,919560.1753,859273.0607,872544.5435
oleodiesel,to,Prophet,Catch22,0.034412577,81.81818182,0.042042564,0.859730721,105468.8673,102122.1086,104588.929,105900.9881,110945.9627,111795.3696,108482.3641,111703.419,106579.873,103167.3212,95695.5368,95392.44413
querosenedeaviacao,ac,Prophet,Catch22,0.068357787,63.63636364,-3.631496417,0.420238256,795.1552933,720.0068035,719.3564685,701.2181322,754.388648,742.2652189,717.5352588,823.8133011,789.6297998,854.6280915,793.7517382,703.957476
querosenedeaviacao,al,Prophet,Catch22,0.127759216,63.63636364,9.069026535,0.68233014,3661.219695,3286.205173,3319.958328,3423.123949,4370.990917,3883.300788,3767.163823,4002.010939,3888.68124,4727.109895,4887.622838,3637.726288
querosenedeaviacao,am,Prophet,Catch22,0.184594625,72.72727273,-15.65487178,0.36490708,7815.60216,6475.160005,7388.608623,7366.551785,8512.384401,8302.606866,7642.18209,8826.962786,8646.77045,8632.112429,7037.560535,5636.919902
querosenedeaviacao,ap,Prophet,Catch22,0.150622933,63.63636364,17.18246557,0.638252239,315.7821329,321.0084853,325.0060754,283.557621,363.2772705,323.6412054,275.70306,321.5120771,303.2870895,378.811011,335.5956074,282.3839742
querosenedeaviacao,ba,Prophet,Catch22,0.317501509,81.81818182,-29.27071894,3.305338901,22557.71401,20013.77176,18923.71173,20712.85947,24440.35753,22852.229,21850.09636,23124.13759,22367.86815,24684.24705,25824.41055,21165.80693
querosenedeaviacao,ce,Prophet,Catch22,0.06218413,90.90909091,-3.776433896,0.677378663,16209.60439,14900.6371,15587.90388,16560.57505,18949.63417,17130.0347,16239.06315,16944.4557,16741.38466,18461.83876,18787.22219,15062.3252
querosenedeaviacao,df,Prophet,Catch22,0.201599382,90.90909091,20.27334364,2.528728456,23764.63052,23051.47845,25055.12808,24479.90065,26074.62105,25519.49633,23318.18312,23880.74557,21843.58603,23968.26426,23226.93301,20382.12745
querosenedeaviacao,es,Prophet,Catch22,0.159495282,54.54545455,16.09361651,1.389767159,2225.68803,2222.277137,2233.000295,2184.330954,2353.128343,2290.433338,2222.737546,2342.23512,2323.002538,2380.964076,2291.991648,2001.9159
querosenedeaviacao,go,Prophet,Catch22,0.069825795,81.81818182,0.555109258,0.207809088,4883.141587,4569.707347,5520.059931,5627.023955,6269.338045,5657.826241,4816.990891,4568.321478,4236.548007,4595.126577,4473.238239,4178.669571
querosenedeaviacao,ma,Prophet,Catch22,0.524022966,72.72727273,-51.89815477,2.919262045,3441.401439,3284.54746,3364.258573,3317.893551,3901.091258,3670.541351,3175.56942,3563.301887,3430.737524,3821.371172,3743.987409,3096.85795
querosenedeaviacao,mg,Prophet,Catch22,0.843040082,45.45454545,-82.01796407,1.495293935,22466.2718,21998.93665,23301.65797,26144.87853,25829.31549,23011.85481,23255.33521,22288.17566,21530.0215,23008.63834,23016.74797,20586.37819
querosenedeaviacao,ms,Prophet,Catch22,0.326806762,63.63636364,36.4747336,2.119071717,1276.131673,1172.53629,1262.497499,1150.918276,1289.36967,1433.604364,1173.906592,1128.457896,1090.730312,1163.650336,917.5855372,645.2266434
querosenedeaviacao,mt,Prophet,Catch22,0.809946729,63.63636364,81.83283826,3.79523316,2265.672686,913.4436638,868.070578,499.4325621,1144.334201,997.1956504,467.2117436,1537.532338,831.7825751,2147.591547,1626.490649,-393.1264164
querosenedeaviacao,pa,Prophet,Catch22,0.954816902,72.72727273,-94.62735779,1.574134598,11586.87994,10285.21888,10519.46665,10739.01266,12429.80336,12062.07702,11398.97263,12711.66316,11005.33982,12301.57693,10613.68318,8847.778414
querosenedeaviacao,pb,Prophet,Catch22,0.2106185,54.54545455,23.38095937,1.341505096,2869.870298,2825.061442,2837.150042,2964.978891,3138.028085,2939.017197,2932.952111,3118.405342,2959.072017,3174.66475,3178.45661,2581.024935
querosenedeaviacao,pe,Prophet,Catch22,0.065675567,90.90909091,-4.146645896,0.648422661,18774.76594,17727.75789,18156.07083,17935.68446,20432.02771,18647.9516,18284.87958,19314.06812,18937.77034,20512.66114,20346.32674,17236.50686
querosenedeaviacao,pi,Prophet,Catch22,0.567190164,72.72727273,-48.89166265,2.817112699,2294.585748,2122.349892,2190.224001,2151.05814,2492.078205,2314.525002,2124.867045,2283.769232,2214.760012,2585.434282,2576.589327,1999.722228
querosenedeaviacao,pr,Prophet,Catch22,0.166161402,63.63636364,7.849909795,0.349416497,8118.429802,6428.425973,6779.752307,6130.071365,7525.425212,7466.150828,6697.678087,7575.36581,7292.121587,6757.783084,6674.847054,5354.573879
querosenedeaviacao,rj,Prophet,Catch22,0.083830768,81.81818182,1.703827357,0.691166895,58321.44673,55348.95253,56381.93172,54675.23485,61661.92444,61306.96702,56671.3876,57932.60664,56266.07373,59846.58441,60486.04765,53657.55244
querosenedeaviacao,rn,Prophet,Catch22,0.245720385,81.81818182,-23.5873945,1.207146127,6461.949855,6079.478318,6239.401203,6215.058363,7149.597406,6611.388026,6305.773567,6626.16509,6704.707367,6828.387781,7082.236574,6010.740079
querosenedeaviacao,ro,Prophet,Catch22,0.068446323,81.81818182,1.23017914,0.468242298,1158.060086,1078.356554,1146.423391,1142.135477,1304.136769,1217.651886,1173.616793,1243.143563,1173.286578,1362.612914,1287.16487,1043.888873
querosenedeaviacao,rr,Prophet,Catch22,0.120842011,18.18181818,-5.238150767,1.179534439,753.5123605,742.6962392,727.864069,733.4900749,737.1326669,750.0743115,766.738326,755.788833,726.2290005,739.9789595,734.2754778,720.6517855
querosenedeaviacao,rs,Prophet,Catch22,0.133166782,72.72727273,-8.89107398,0.371620385,10930.24533,9334.780012,9979.987036,9403.054362,11395.28484,11008.50987,9950.798825,10541.38041,10648.02819,9994.490601,9343.800438,7901.679362
querosenedeaviacao,sc,Prophet,Catch22,0.134774515,90.90909091,14.98601226,1.130629348,4686.155879,4250.36343,4095.843478,4117.411181,4442.870256,4467.976992,4129.816146,4898.182864,4902.155828,5575.366678,5843.621017,4887.848954
querosenedeaviacao,se,Prophet,Catch22,0.365537222,63.63636364,-27.08541946,0.940978673,1458.320133,1568.483719,1684.830328,1602.740732,1787.163171,1620.88131,1553.323902,1754.719982,1726.211843,1864.204554,1902.276455,1557.022594
querosenedeaviacao,sp,Prophet,Catch22,0.100320276,81.81818182,9.704548535,0.683437435,298825.6427,271824.42,277009.7229,264584.4184,318831.5938,297879.1294,283954.9155,294119.3737,280200.8796,303380.5928,299283.5066,250949.787
querosenedeaviacao,to,Prophet,Catch22,0.16902491,63.63636364,9.018571596,0.852871167,770.9418014,758.2459245,727.1868903,720.2263707,804.9270025,764.9140952,738.6062251,786.1509936,771.0104248,841.4646631,704.7130254,658.3668383
queroseneiluminante,ac,Prophet,Catch22,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
queroseneiluminante,al,Prophet,Catch22,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
queroseneiluminante,am,Prophet,Catch22,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
queroseneiluminante,ap,Prophet,Catch22,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
queroseneiluminante,ba,Prophet,Catch22,0.541667987,54.54545455,-51.42048152,1.964815973,611.9687939,541.1292467,658.2375032,648.9368205,674.8667575,667.6276577,643.5335478,562.168313,621.3055261,659.307129,721.7410675,620.7699058
queroseneiluminante,ce,Prophet,Catch22,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
