PRODUCT,UF,MODEL,DATA,MAPE,POCID,PBE,MASE,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12
gasolinac,mg,Prophet,RawData,0.061852008,100,4.198625708,0.496177353,367094.3382,365507.8037,371682.326,362472.1756,394715.2052,384836.5382,372256.8671,393676.5769,357163.5254,439999.8794,362202.0685,334543.7974
gasolinac,ms,Prophet,RawData,0.075246828,90.90909091,-3.039853525,0.536402816,68584.21899,67383.65614,65794.1524,63329.1878,69476.86825,70411.46126,69884.25045,72297.78596,65424.28473,78800.20718,65312.17995,61886.96468
gasolinac,mt,Prophet,RawData,0.049954524,72.72727273,-0.585291753,0.569072807,55640.72979,55849.22564,56419.03933,55051.87128,56866.01998,56837.14316,56336.09729,56961.87283,54466.01554,58508.15188,54019.23039,52673.69497
gasolinac,pa,Prophet,RawData,0.0333275,72.72727273,2.024276763,0.555555436,109212.7188,107354.8642,110078.9678,112778.7102,121669.9765,117489.1515,117489.4535,119830.2758,113390.7602,123340.0747,108221.3538,102930.9977
gasolinac,pb,Prophet,RawData,0.036318211,72.72727273,2.469851175,0.470619987,60333.54611,59231.58985,59087.41038,60920.78843,61080.64766,62395.54015,62185.81191,64209.91554,60248.97874,68208.99726,63155.02601,55790.35337
gasolinac,pe,Prophet,RawData,0.037096041,81.81818182,3.371755025,0.457491516,117388.8211,112997.5441,113089.9796,111560.2683,113878.2037,117432.0976,118289.1647,126335.6072,117195.3196,133160.8116,119319.3909,108346.7758
gasolinac,pi,Prophet,RawData,0.087407352,81.81818182,8.774479884,0.856742523,45289.77564,44312.88538,46288.77394,46064.56618,50742.69661,50294.073,48564.06398,49762.36522,46798.96444,54388.53663,49023.72588,42222.57477
gasolinac,pr,Prophet,RawData,0.042396115,72.72727273,-0.450866461,0.378962699,280343.6994,276868.2833,273898.1965,264554.397,278881.5532,281182.1589,273887.0473,285636.9166,271449.3059,317503.6047,267792.3108,256966.9076
gasolinac,rj,Prophet,RawData,0.081285097,63.63636364,8.007939613,0.662130123,190941.2544,177027.0427,175568.4914,168579.2944,180262.2962,185957.7498,179292.2033,194725.5459,179722.1833,223105.3532,185607.6262,170982.2866
gasolinac,rn,Prophet,RawData,0.037643192,90.90909091,3.325381275,0.481893413,53293.55441,51427.17407,52168.19726,51590.60117,53643.29383,55432.55093,53862.87747,56693.71601,53046.93861,60694.20856,56296.20932,50287.26986
gasolinac,ro,Prophet,RawData,0.039133468,81.81818182,1.004812574,0.741302864,38193.3546,38111.77079,38719.86715,39488.24601,41632.56226,41721.16458,41168.65242,41373.24274,38923.80135,42154.31597,37108.82202,36175.38383
gasolinac,rr,Prophet,RawData,0.069207655,72.72727273,-6.637397064,1.235978273,16589.2635,16085.97498,15739.8869,15616.91655,15982.63041,16599.81252,16985.69824,17078.51191,16448.04796,17317.32399,15516.30825,15294.24399
gasolinac,rs,Prophet,RawData,0.036261369,72.72727273,2.131397261,0.658132008,316934.0685,308071.5186,305438.4289,298542.8627,308529.6637,318031.1415,306583.6515,326019.2237,310409.3557,347787.7768,317017.5948,291156.9464
gasolinac,sc,Prophet,RawData,0.031583938,63.63636364,0.824743334,0.645420133,258199.1366,253717.7222,245371.4929,243786.851,251733.7361,252291.5304,249082.9187,260068.8677,253463.246,284671.1159,268343.9126,254046.0243
gasolinac,se,Prophet,RawData,0.057186504,100,5.812304578,0.701011103,32976.30176,32053.37042,32190.98276,31947.33811,31713.95189,33393.0507,33354.58698,34254.28129,32301.29981,36833.77776,34182.91709,31153.96194
gasolinac,sp,Prophet,RawData,0.061647296,72.72727273,0.769359888,0.517899326,870801.8209,851573.5132,847985.4481,815870.479,821410.8684,851415.4092,825554.7405,873139.1411,827556.7176,935142.6437,798815.4037,779594.8299
gasolinac,to,Prophet,RawData,0.04190617,90.90909091,3.518332341,0.573785316,33146.9553,33072.74089,34486.40754,34332.80928,38721.96432,35674.25781,34740.66934,34970.68962,32778.23128,37033.382,33609.3879,31511.24857
gasolinadeaviacao,ac,Prophet,RawData,0.584028329,45.45454545,-18.5256642,0.495001657,60.54615254,56.41875375,64.82856564,67.20813511,70.11643858,100.7677237,95.43039721,88.44255863,54.83800339,70.56886079,75.73733967,43.74082668
gasolinadeaviacao,al,Prophet,RawData,0.335064705,54.54545455,24.84318178,0.768547806,11.7541846,13.68819859,14.64340179,18.84291956,14.66390928,16.86341749,17.58483984,13.10012676,12.39094035,13.82608316,15.22115918,11.17135803
gasolinadeaviacao,am,Prophet,RawData,2.44E+16,63.63636364,-16.23433843,0.762441921,4.713848952,9.394225092,13.68409443,13.91651032,11.77295518,20.14698139,19.90853225,21.40654529,12.26359094,29.81679478,4.94125207,10.30441996
gasolinadeaviacao,ap,Prophet,RawData,3.80E+16,36.36363636,-53.95984323,0.697983471,56.56290658,43.3690153,53.22655261,57.78093412,52.98363099,60.59939886,64.65550866,67.24431137,62.77485508,54.42064195,54.95832718,30.03025545
gasolinadeaviacao,ba,Prophet,RawData,0.312391092,54.54545455,13.82573387,0.820244549,135.9010573,114.2267779,111.7884589,110.6000213,120.7982629,123.7175227,122.7181547,114.4428245,122.4027279,149.0758599,174.9592417,141.5670239
gasolinadeaviacao,ce,Prophet,RawData,0.208018668,72.72727273,17.03166888,0.730661856,24.66061113,26.79142053,28.26875128,28.48265783,35.63638034,33.37396337,35.49166948,32.52547594,31.00184377,33.30402111,25.37307565,25.13535089
gasolinadeaviacao,df,Prophet,RawData,0.19437934,45.45454545,9.80207256,0.774640484,38.78505695,32.63346634,38.47386022,34.12982078,38.32050224,39.62178697,35.68513503,31.15155595,34.38719593,33.55243091,31.22805658,30.71818555
gasolinadeaviacao,es,Prophet,RawData,0.18304633,63.63636364,13.13401743,0.561267339,37.32857498,35.35251698,35.90844667,38.2681327,34.71389922,39.38317083,38.85881359,36.08499303,33.56799046,32.7185857,36.72988346,35.10392501
gasolinadeaviacao,go,Prophet,RawData,0.151551583,72.72727273,-7.703581612,0.606682817,324.9787868,275.8010853,261.5322457,258.8847025,275.102136,278.203368,267.3402283,245.7362875,261.0695365,339.6259474,352.9363664,302.9269032
gasolinadeaviacao,ma,Prophet,RawData,0.33667434,63.63636364,26.78662846,0.788758364,35.95878698,30.48311215,40.00682556,45.0777477,54.73249172,62.08123083,48.88286872,51.79117346,39.34636824,46.11194709,43.88227619,44.5376961
gasolinadeaviacao,mg,Prophet,RawData,0.260022228,63.63636364,-16.33197127,0.801537666,345.7900749,330.4918822,346.6950947,341.9825538,364.3529125,358.3353988,350.220843,289.0417116,245.7616094,297.8505573,314.6100337,308.0330785
gasolinadeaviacao,ms,Prophet,RawData,0.140459881,54.54545455,0.336766396,0.716501121,215.0609021,197.6021602,188.969725,167.4732703,185.658948,170.4890423,173.7556765,202.9184891,214.398576,232.0532074,236.0705948,213.9530979
gasolinadeaviacao,mt,Prophet,RawData,0.15775094,45.45454545,8.775644502,0.654365526,423.4619305,358.1810223,353.8575668,325.7132461,328.3822594,324.7210804,347.2713349,360.2986031,386.7875436,469.0393875,424.6149283,387.5486891
gasolinadeaviacao,pa,Prophet,RawData,0.274470306,63.63636364,-24.57222181,0.761498671,260.1705098,247.107603,268.304998,301.4856136,330.2162034,356.5386773,355.5730624,319.4746555,287.1620885,324.4468936,269.2650682,238.6526681
gasolinadeaviacao,pb,Prophet,RawData,4.77182E+15,72.72727273,-27.82215815,0.718850353,10.65177767,7.003600057,12.64864508,10.82490332,12.7146715,15.00738217,14.96068224,15.66705136,11.15249663,11.56222714,13.85319185,11.31825891
gasolinadeaviacao,pe,Prophet,RawData,0.534663029,18.18181818,-7.586012788,0.77280232,31.79000037,31.63300203,32.91995508,30.03876413,35.35532156,34.1266075,35.31117375,33.78305307,33.17231863,37.91776611,33.55828912,30.07255857
gasolinadeaviacao,pi,Prophet,RawData,1.31E+16,72.72727273,-34.26695934,0.704372703,29.87394918,24.70543362,31.71907734,32.65711001,36.40390434,40.67976055,34.96309711,35.42492171,32.80540658,32.94893888,35.02145467,31.10793692
gasolinadeaviacao,pr,Prophet,RawData,0.172749459,63.63636364,-6.246547034,0.384868136,331.5115612,265.7492672,259.0551045,228.070274,229.5987444,239.8033338,237.019137,232.2160096,257.6600351,291.3807864,291.8274018,278.9959525
gasolinadeaviacao,rj,Prophet,RawData,0.125058011,54.54545455,10.06118808,0.791194545,99.7156084,93.23432301,92.75158119,92.65361364,93.33367193,93.51568167,93.71238904,93.17985661,93.51279936,103.9041055,100.4874051,96.39863436
gasolinadeaviacao,rn,Prophet,RawData,2.77033512,27.27272727,25.49467613,0.879610404,6.234261123,6.826633683,6.222682738,7.263901691,6.179566286,8.964618187,9.155959005,6.236693922,9.635158698,7.634223222,7.422461419,7.357539186
gasolinadeaviacao,ro,Prophet,RawData,0.763795838,54.54545455,-28.63378507,0.411555208,63.72522398,39.40036998,56.39494304,63.5405659,61.43015984,74.06039749,75.47523303,57.13186843,64.48902501,70.38229557,42.3728193,21.58486252
gasolinadeaviacao,rr,Prophet,RawData,1.67464174,54.54545455,-137.9964263,1.059159466,232.4954149,204.7461774,202.3105352,209.2131661,209.8031837,229.5765361,219.65676,210.4632913,197.3478761,225.5984811,234.6090379,206.8215601
gasolinadeaviacao,rs,Prophet,RawData,0.294531591,81.81818182,13.61574526,0.777563931,181.5826523,125.305191,115.8191585,118.6723717,129.3919771,162.5350561,172.8944102,240.7015706,273.8104182,345.1678029,374.7478619,275.5004024
gasolinadeaviacao,sc,Prophet,RawData,0.186807484,54.54545455,9.026300175,0.648224532,151.6851252,136.0501483,129.6815052,122.1085522,107.7314457,120.682427,125.4312899,138.8060821,143.5249992,150.7218021,165.6630636,145.4729066
gasolinadeaviacao,se,Prophet,RawData,2.31831E+15,18.18181818,51.10428702,0.971014344,1.060308743,1.60793532,1.120177819,1.557384534,0.583087656,0.758585953,1.272686213,1.670223307,1.723351147,1.263774473,2.16380847,1.050130315
gasolinadeaviacao,sp,Prophet,RawData,0.153648798,72.72727273,16.1182619,0.726348615,645.6034914,547.1738037,538.3921488,508.60614,485.4672818,539.7773947,489.095772,486.6704479,483.5234273,547.1364819,535.7787563,518.5282382
gasolinadeaviacao,to,Prophet,RawData,0.34092259,81.81818182,-8.584031807,0.680559045,123.0945391,90.6017817,101.0611912,136.916772,150.8726141,151.9464337,143.2458168,115.1030017,125.0408935,181.1783541,164.720322,148.9464179
glp,ac,Prophet,RawData,0.038636168,72.72727273,2.39557243,0.841217524,3190.812996,3152.543623,3175.430778,3099.366957,3171.213542,3116.023453,3047.195791,3144.186415,3109.914814,3251.307636,3043.632314,3048.251961
glp,al,Prophet,RawData,0.042191618,72.72727273,3.863495509,0.924842901,14696.07825,14217.16112,14953.99737,14860.24367,15648.62715,15640.42167,15162.90385,15475.32606,14886.20862,15629.62766,14653.06047,13850.80526
glp,am,Prophet,RawData,0.035555293,72.72727273,1.198331428,0.789365419,15319.98694,14798.52568,15214.55119,14574.28114,15065.30091,14956.96874,14528.31851,14793.05461,14744.8956,15273.58292,14563.02947,14172.60868
glp,ap,Prophet,RawData,0.030118531,54.54545455,1.290270761,1.104596752,2760.723918,2683.061738,2733.643239,2651.748657,2686.923997,2674.917958,2617.555219,2676.570149,2599.210122,2798.699757,2563.577251,2564.890271
glp,ba,Prophet,RawData,0.060838299,63.63636364,-4.719734906,1.188034303,74353.16693,72005.225,77330.76026,77988.59757,81648.12702,81205.85505,76842.12984,77772.66706,74134.1992,78335.29266,71610.74703,67840.72549
glp,ce,Prophet,RawData,0.028343219,72.72727273,2.225111447,0.954231821,42849.13085,42413.92062,43536.58948,43467.45004,44345.54977,44256.54646,43068.72171,43350.8318,42218.98728,44386.88004,42046.03527,40183.54574
glp,df,Prophet,RawData,0.027533341,81.81818182,0.738106212,0.614516089,14461.71959,14134.39394,14479.05879,14757.05414,14913.47654,14950.17981,14104.05669,14248.42786,14022.09455,14812.61899,13090.71446,13310.64764
glp,es,Prophet,RawData,0.038011765,45.45454545,-2.176192868,0.775567579,22082.02392,22605.1631,23861.15964,23651.19297,24038.08371,24368.78393,23624.44938,23544.12627,22424.56312,23625.15085,22105.9798,20710.41594
glp,go,Prophet,RawData,0.025311569,81.81818182,1.339950685,0.883955721,49070.70652,47197.71155,48756.63273,48066.70447,49218.19678,49127.95606,46222.28048,47782.6819,47192.15733,49199.33931,47238.81082,45270.06137
glp,ma,Prophet,RawData,0.034935241,63.63636364,2.920570666,0.752365421,26928.90599,26445.53258,26724.65974,26185.75875,26915.73983,26795.0612,26020.48743,26337.07415,25856.3022,27073.64873,25921.61264,25059.48421
glp,mg,Prophet,RawData,0.120828015,63.63636364,10.61352135,1.195050125,106096.2737,103739.3206,108276.3776,109053.5065,111792.7442,111041.4548,105250.2321,106071.8615,103878.8869,107211.3142,100866.8154,98445.54302
glp,ms,Prophet,RawData,0.030300402,63.63636364,-1.236556082,0.851389766,15248.82661,14764.65216,15307.15413,15672.82439,15995.40181,15873.46063,14845.99893,15102.01162,14541.57724,15111.57,14158.04163,13919.08194
glp,mt,Prophet,RawData,0.034577792,72.72727273,-0.526848957,1.138419329,21008.19038,20009.26203,20275.27002,20164.15286,20940.72685,20603.24243,19677.61637,20197.94315,19711.28855,20295.65193,19678.20295,19323.71065
glp,pa,Prophet,RawData,0.034119408,81.81818182,3.183011622,0.894043573,33702.32912,32896.18664,33456.60871,32862.44909,32872.82294,33138.94242,32308.17839,33375.25548,32240.05232,33984.96041,32255.07953,31633.75875
glp,pb,Prophet,RawData,0.034192507,72.72727273,3.403462857,0.839169754,20632.1146,20002.29096,20729.56834,20947.94877,21792.45028,21590.30938,21015.03138,21052.11618,20395.41559,21396.94513,19965.90417,19110.96412
glp,pe,Prophet,RawData,0.03060912,81.81818182,2.393122148,0.984272812,44783.96435,43201.45283,45346.07486,45493.91196,48135.62789,47994.83997,45955.88046,46491.26286,44169.4799,47447.17262,42020.00336,40570.96016
glp,pi,Prophet,RawData,0.064568993,54.54545455,6.64560812,0.908417797,14396.17819,14195.83534,14356.86385,14274.20089,14452.72429,14439.72893,13986.31649,14134.90362,13797.56979,14455.76476,13978.21232,13343.59066
glp,pr,Prophet,RawData,0.028717786,72.72727273,1.850357968,0.953194134,82312.57688,80848.68592,87449.05365,89372.30625,90887.27528,89905.88555,84890.393,85585.39371,81630.49212,81358.22967,76031.88224,74807.48558
glp,rj,Prophet,RawData,0.054129916,90.90909091,-5.387367721,0.964669983,79218.82533,78391.09776,83607.97411,85559.05396,86729.81525,87667.79791,83635.20983,83958.47335,80697.59726,84616.19422,74568.61475,72791.47889
glp,rn,Prophet,RawData,0.023687716,72.72727273,1.022639261,1.136505057,17056.7795,16556.52751,17189.05206,17087.62355,17834.88463,17661.20846,17263.6962,17386.72602,16912.06384,17731.63763,16704.93185,15926.55773
glp,ro,Prophet,RawData,0.029753018,54.54545455,0.344753832,0.92047963,7892.75798,7497.071222,7694.599407,7540.800492,7695.515965,7666.800344,7366.649971,7509.762729,7440.375173,7956.442772,7137.85011,7208.533857
glp,rr,Prophet,RawData,0.018678269,81.81818182,-0.014350289,0.598544791,2514.413117,2420.768639,2542.356652,2455.231041,2559.805948,2507.141026,2431.357662,2443.221507,2406.953992,2534.315285,2339.281095,2334.437763
glp,rs,Prophet,RawData,0.024262638,72.72727273,-0.324152499,0.663230203,65082.03425,65845.13302,71002.83778,74265.82803,74519.57311,74634.78017,69473.36793,69516.78836,65374.8657,64319.60737,59534.04754,57804.87743
glp,sc,Prophet,RawData,0.058355143,72.72727273,4.796639694,1.076001123,45464.93186,44487.80033,47124.35415,48049.94086,49360.47821,48567.08353,46419.80544,47174.81692,44777.42665,44576.44358,42378.93308,41113.58723
glp,se,Prophet,RawData,0.041524855,81.81818182,1.905139911,0.589678112,11515.17089,11139.76223,11788.84382,11907.06011,12537.81598,12534.79089,11946.76636,12195.53677,11631.74643,12156.10081,11033.22194,10490.56568
glp,sp,Prophet,RawData,0.027252073,90.90909091,-0.963926642,0.690700961,265088.5546,260373.3519,273249.1051,280391.4488,285750.2133,286045.9044,272210.9094,275977.7811,265230.385,267111.5418,248197.8234,246161.541
glp,to,Prophet,RawData,0.037385785,72.72727273,1.912104505,0.819232613,7490.169624,7212.383428,7193.379708,7123.977721,7251.591332,7307.219494,7059.599165,7260.076833,7140.595679,7465.482766,7190.222239,6923.030013
oleocombustivel,ac,Prophet,RawData,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
oleocombustivel,al,Prophet,RawData,0.566338858,54.54545455,21.16204632,1.135337564,47.19868523,39.9691697,33.98414326,35.35330718,43.42191377,43.51114276,44.27358018,47.08521955,38.45251562,37.08848224,34.30039597,29.80036603
oleocombustivel,am,Prophet,RawData,0.254751513,72.72727273,25.33556283,0.879294791,89.57905971,84.18835686,85.28344534,72.9076851,108.0735889,105.4796981,108.9959935,101.8520205,102.3402262,103.5641293,92.44470715,65.10458483
oleocombustivel,ap,Prophet,RawData,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
oleocombustivel,ba,Prophet,RawData,0.405982032,45.45454545,42.41704211,0.952837668,8867.643463,7500.402903,7020.593989,7808.215811,8527.36084,9731.377331,8894.92176,9782.752754,8814.89123,8426.753536,8281.329862,7075.849193
oleocombustivel,ce,Prophet,RawData,0.249366976,63.63636364,24.84420907,0.684401419,72.64282538,63.82010086,64.98312294,67.09248374,70.75342693,75.22984288,76.30524963,85.52078205,83.77310931,75.96209628,74.49860412,67.22296283
oleocombustivel,df,Prophet,RawData,0.578648726,45.45454545,-23.81092774,0.931116619,44.81861408,44.40875359,38.51433558,46.04504105,42.24621281,42.28549056,43.75653257,43.32580584,40.82206005,42.48548063,39.96925805,31.26722707
oleocombustivel,es,Prophet,RawData,4.77E+17,45.45454545,-4.354737779,0.6497944,1354.537361,980.283227,1173.93186,1004.417757,1019.183826,1270.754806,995.2847142,1189.263919,1037.986693,1175.768179,1080.893875,667.4488719
oleocombustivel,go,Prophet,RawData,0.195558903,36.36363636,-1.889271167,0.75206254,4644.399829,4450.204272,4491.226761,4343.879184,4809.927041,5200.394588,5113.456508,5110.08377,4571.357141,4699.471866,4787.7181,3852.836954
oleocombustivel,ma,Prophet,RawData,0.137705648,72.72727273,-4.654586535,0.83126125,33781.30906,31448.67165,32603.74546,32969.97975,34032.38679,33158.83118,33359.93219,34424.55603,34528.13814,34337.45481,34328.12175,31197.86209
oleocombustivel,mg,Prophet,RawData,0.250230511,54.54545455,-23.55549391,0.674900374,12876.24527,12132.17531,12828.75431,13482.8999,13880.18885,14637.42229,13285.75738,12977.41558,12243.9745,12153.51941,11701.89322,10796.73176
oleocombustivel,ms,Prophet,RawData,1.27E+17,36.36363636,-0.870644849,0.790851915,355.1714555,356.2283685,304.9636251,405.9326728,329.3350725,377.2363761,342.0373373,311.5521627,343.4797329,338.0947661,306.6013776,301.7893537
oleocombustivel,mt,Prophet,RawData,7.45E+16,54.54545455,-67.18636266,0.79431339,43.5265759,47.93693721,30.89704245,39.53936386,42.17772618,38.26342364,35.14535073,34.30391499,35.3711086,30.04137855,25.30100793,34.50293145
