PRODUCT,UF,MODEL,PARAMETERS,CLASS,MAPE,POCID,PBE,MASE20,MASE21,MASE22,MASE23,MASE24,RRMSE,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60
gasolinac,ap,ETS,Best,Estatistic,0.05886,81.35593,2.15303,0.8839,1.1319,0.3267,0.7358,0.7797,0.15306,13214.16322,12967.46405,13380.98215,13206.87916,13255.91959,14248.50874,14018.50317,14184.48778,13355.69949,14244.54829,12627.44451,12142.36702,14405.98076,14157.6014,14621.81914,14302.38085,14552.62232,15575.4111,15131.17561,15485.71793,14648.41684,15574.22449,13698.2982,13169.57382,15055.97242,14562.00046,15484.86457,15553.17211,15872.47073,17779.5751,17069.75238,17722.54848,15797.24266,17474.28406,14200.03718,12946.90742,15393.02795,15040.95283,15671.69057,15687.38439,16085.72574,16972.47855,16620.55153,17129.28084,15876.10802,17193.86935,14634.78625,14074.36424,16020.39325,15679.69101,16348.88016,16234.16826,16753.4412,17698.38392,17425.87168,17622.91578,16498.24816,17571.83276,15379.92148,14879.06695
gasolinac,ba,ETS,Best,Estatistic,0.06818,66.10169,-0.33794,0.7452,1.2196,0.5173,1.1171,0.4453,0.13911,166905.892,161393.3488,159835.8835,163773.3064,162697.3791,164855.0158,163079.4336,167495.2277,159795.6953,182859.6018,174217.3345,155534.875,177580.3123,174091.9935,171844.4606,174638.2973,175060.7674,176352.6245,174004.0798,179522.0188,171791.5821,195046.4338,185833.918,167320.0513,174149.6761,169815.7717,169197.4659,174340.0346,174553.4816,179367.0915,175128.5208,182965.7753,170247.2763,199661.0411,184091.358,159893.0957,171024.1931,168676.1509,169050.5399,172846.4743,174724.3396,174488.5624,174116.8007,179644.0788,168799.9237,194733.9172,180834.7531,160563.1711,190898.1261,190451.7159,191478.7093,195845.0366,200470.6652,201466.83,199210.3114,203380.3773,190795.6132,221642.0521,204151.4646,180366.9451
gasolinac,ce,ETS,Best,Estatistic,0.0744,76.27119,0.26803,0.8201,1.1484,0.6151,0.7589,0.5015,0.17215,111377.8145,109437.3451,110573.8834,109115.5105,112226.7508,114099.0767,112341.9732,116097.6215,110385.5188,120787.7195,113359.4383,104863.9275,114905.4012,114133.4303,115290.7282,113023.1684,117465.5669,118454.2897,116428.4805,120944.7502,115445.6229,125421.8088,117240.3274,109144.1663,108424.3428,105742.8577,109362.528,107692.1598,113100.1965,117848.8122,114133.6381,121922.3218,110699.2582,126381.7545,111469.5901,97054.71267,108506.7588,106297.6145,110595.2751,110362.868,116312.2127,117597.9074,115667.5678,121520.5574,112222.0045,126120.2022,111998.4182,100739.0362,119926.0979,117761.9425,121861.4744,121291.2603,129416.1109,131100.1518,129210.8886,133794.7392,124705.7467,138820.7205,124810.6514,114362.3016
gasolinac,df,SVR,Wind12_TsCesium,Regressor,0.079997819,5.084745763,3.289981374,0.2616,0.3818,0.5826,2.039,0.8289,0.139334763,94572.90018,94572.90018,94572.90018,94572.90018,94572.90018,94572.90018,94572.90018,94572.90018,94572.90018,94572.90018,94572.90018,94572.90018,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,75773.03704,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571,83249.46571
gasolinac,es,ETS,Best,Estatistic,0.06237,77.9661,-0.03103,0.6513,1.0285,0.5547,0.9023,0.963,0.13038,77452.28488,74687.98166,73680.73579,72730.89327,74987.04672,75510.50687,74273.75098,77252.48881,73857.06904,84340.1637,79557.88811,72616.95222,79718.03828,77864.25303,76496.2306,75366.5436,78003.64833,78095.99419,76791.25345,79886.69085,76464.15564,86608.7183,81803.10676,75738.57204,82683.79222,78316.10892,77479.27127,76106.79191,80678.04079,82076.90686,80267.56545,85165.59246,79620.08138,94790.01586,83799.8678,74289.42926,88828.14196,85706.45483,85802.46037,85108.31945,87853.27279,87680.55759,86519.49851,90452.20478,85514.35665,99405.35401,90253.98403,82552.50231,83928.55163,81595.50493,82317.00832,80777.54945,83614.31829,83422.02744,82749.85137,85556.5479,81481.34282,93048.10882,86635.04589,80858.04646
gasolinac,go,LagLlama,Exp24,LLM,0.089468043,69.49152542,1.058636358,0.5529,1.3044,0.5727,0.9524,0.5035,0.156332402,94233.71094,94857.46875,96463.80469,95325.02344,98397.21094,93359.96875,86063.41406,96730.02344,89552.38281,102365.5234,91386.32813,82406.85938,98324.61719,105337.0078,103184.8281,99903.27344,104593.0781,101233.6953,102470.8516,107153.6484,100531.0938,117644.0234,109151.0625,107652.6406,104087.75,94198.96094,89697.85156,95111.85156,103536.1406,108472,109932.25,111307.4766,103032.875,121380.1016,106423.7188,110158.7734,115773.6484,111254.5625,109727.2578,106836.9844,111411.2109,112512.9844,115859.5469,114816.5703,112319.4141,126623.4688,116524.5781,112541.5391,136757.375,132609.375,127790.6641,121825.2813,129377.3359,138394.2031,131831.9219,132643.5156,129781.4219,152615.4844,133772.7031,131861.4063
gasolinac,ma,ETS,Best,Estatistic,0.05566,74.57627,0.66922,0.91,1.0523,0.3995,0.9633,0.5011,0.15113,79607.27512,76221.9103,78829.38917,76553.6937,80427.60442,82637.49451,80830.05328,83527.61845,79313.67233,87306.36651,80311.74136,73132.22322,77743.86785,76424.65781,78006.61481,75388.39553,80622.51933,81506.61818,79237.39904,82791.88869,79056.38544,86759.15922,79254.44752,73096.19984,76390.97966,72589.09771,77469.5752,76348.93452,84223.73664,86785.77342,84067.42788,89933.70557,82520.07032,94516.96878,80979.24876,68855.96291,75694.53406,74281.29194,77305.26286,76721.53968,82775.82188,83199.43812,82155.58972,85001.51996,80809.79758,89889.0002,77582.63543,70651.38465,83336.08176,82578.48738,86304.59472,85219.40879,91378.61024,94217.40923,92617.17804,94294.18061,89675.72573,100100.3478,87001.63178,79391.78994
gasolinac,mg,ETS,Best,Estatistic,0.08673,77.9661,3.16956,0.4389,0.8338,0.9696,0.8662,0.461,0.14749,280598.5544,269855.9597,261516.9739,264520.2727,274377.1112,273007.2579,265485.5655,280298.4396,267310.2103,318633.976,272233.0808,251848.9797,279120.8454,278408.9659,272477.27,270904.9929,282583.9894,277642.7431,270033.3123,281530.3725,269829.87,310533.9144,275771.5721,259266.5542,282143.9776,278009.8994,274803.9255,278850.9166,288915.8335,284819.6551,275765.9292,289926.6019,276727.2322,323483.879,279937.7218,261649.5827,330334.1951,325562.2408,326458.5699,332411.218,343137.7115,337776.6501,326696.4733,341516.1282,325966.5104,379879.1015,325742.3276,307486.2162,396473.1874,391466.7305,394752.5601,400427.1323,419693.1208,412941.1001,398938.3884,412723.6586,396374.9147,452517.9553,394772.3109,375327.8893
gasolinac,ms,LagLlama-GLOBAL,Parm9,LLM,0.07436,81.35593,1.42116,1.6581,0.5482,1.0109,0.2804,0.6179,0.16119,63303.867,64040.137,60414.66,54025.02,58147.363,58164,53698.332,56084.234,53963.87,57030.785,49682.09,46365.637,61217.023,60748.715,60336.37,56687.695,58355.5,60278.79,59979.086,61288.043,58649.38,65992.15,57186.816,56550.17,53124.316,51779.902,53210.44,54119.113,57244.438,58848.45,59280.234,62317.05,59991.508,65436.496,51408.977,46807.42,58127.04,55025.938,61380.305,59042.816,63448.766,66367.27,66024.984,68684.03,69782.24,80722.39,67692.56,63878.316,68684.24,62585.766,67294.52,63390.035,69281.8,70993.75,70784.39,72685.625,70368.29,80382.32,64100.37,60681.44
gasolinac,mt,ETS,Best,Estatistic,0.08961,61.01695,0.44616,0.4888,0.8726,0.852,1.2042,0.8968,0.18345,42998.96158,42371.5743,40786.82578,39694.96626,40794.36129,41081.58171,40606.34962,41779.52402,39344.01562,45910.95241,40496.23282,36894.38128,40978.53714,41245.30633,40839.70078,39504.47996,41019.13066,40865.75163,40080.46246,41273.89077,39145.04196,44063.21161,39987.59058,37306.96116,45919.16063,45954.35204,45219.03839,43218.69503,45024.08972,44963.13306,43690.4815,45849.32408,43742.04121,50681.43667,44324.45993,40869.61464,61042.31788,60949.51637,60036.81586,57945.20169,59593.79217,59687.32034,58261.86182,60368.36477,58858.07812,67077.60473,58785.64947,54239.25754,58203.22973,58437.48601,58777.07667,57112.58296,58668.60341,59294.28614,58544.90452,59132.19863,58088.27074,63986.91531,57479.98486,54824.81751
gasolinac,pa,ETS,Best,Estatistic,0.05855,76.27119,1.90275,0.8677,1.0761,0.4422,0.9163,0.4576,0.1493,94306.24036,91848.76066,94507.66762,93057.1943,97414.10521,98343.7677,96427.51122,99933.23298,94807.816,102552.5388,92915.69613,87106.67241,99008.04724,97078.56106,99989.70609,97456.21051,103664.4506,104088.1914,101229.3781,106028.415,100494.1661,109355.6888,97838.85488,91328.31537,101642.7489,97393.69084,104302.1356,101905.0673,110306.8322,113101.7239,108176.2925,115448.9961,105844.296,119989.7783,100368.0611,88543.28947,99710.15821,97783.65454,101406.907,101937.0804,107842.2856,108397.3393,105883.1534,109615.1862,103753.6317,113898.9338,98878.69176,92274.09001,109020.9631,107059.3549,112500.5381,112832.7309,120178.6652,121730.2729,118770.0582,121219.863,114661.7652,126314.4402,108872.5682,101415.0914
gasolinac,pb,LagLlama,Exp25,LLM,0.074998867,71.18644068,-0.23606992,0.8411,1.0859,0.8672,0.6921,0.5425,0.155351414,54271.38672,54450.08594,55665.33203,56368.08594,60191.82813,59396.71484,56371.15234,60354.34766,59092.03516,64996.04688,62254.72656,55360.91016,56404.60156,53945.33203,51258.94141,53781.76563,54734.35156,53281.82813,51945.20703,53781.94141,50530.89453,55482.69531,51487.64063,46009.73828,53972.85547,49042.90625,46505.07813,48839.72656,49891.08203,50493.28906,53207.89844,55086.85547,53613.90234,57979.14063,53149.41016,48894.00391,58975.73828,58066.51172,60847.70703,62068.60156,60666.47266,63165.89453,63408.50781,61056.5,60920.94141,68236.07031,62859.05859,56900.83984,57712.69141,59201.35156,63221.10156,62893.35156,60063.73828,62823.59375,62959.61328,64923.22656,60819.80859,63888.53516,60863.89453,59209.14844
gasolinac,pe,Prophet,Wind24_Catch22,Regressor,0.070597819,77.96610169,-3.600713448,0.9504,0.7607,0.7476,0.7634,0.606,0.131239669,121301.2381,121742.4733,122561.6675,119881.7255,116772.9116,117007.0523,122278.2282,128159.9688,125274.6862,134535.6833,123739.185,123243.6204,109200.1417,104695.7428,104036.6003,101148.0401,103143.0137,106948.314,111613.6162,118730.4622,116293.2255,131714.9843,118254.9908,114332.5035,113445.4304,109469.5944,110426.3218,112002.5846,111715.6135,115895.1457,118026.3854,120424.7721,116179.5767,128955.7817,120620.4792,110953.4532,114202.0682,110560.1182,112284.4578,113183.0415,117165.1291,122731.2675,123224.8729,131032.0674,123678.7749,140096.4173,123819.0338,110616.9523,118122.0775,117205.7375,110728.3448,109403.883,115093.3003,115137.088,115442.4915,124538.0537,115194.3983,134153.7858,117540.086,103091.1226
gasolinac,pi,TimeGPT-GLOBAL,TimeGPT-GLOBAL,LLM,0.07098,79.66102,-1.13753,0.4911,,,,,0.16113,46740.246,46055.457,47401.504,47234.12,47699.824,48094.367,46150.188,47993.227,47531.215,49840.008,48122,44425.65,44658.11,45311.543,45655.008,45742.566,48214.65,47288.67,45201.727,47948.17,47492.25,49561.516,48087.28,44639.984,37530.16,36835.684,38451.633,40377.26,43390.93,44570.477,44302.67,47584.76,46661.96,49609.39,45896.3,42212.566,41887.97,40227.535,43510.53,45828.863,47468.855,48691.613,49160.49,49777.742,49222.484,52671.555,48188.895,44480.88,45790.258,45724.42,48808.08,49878.086,53469.438,56923.586,56589.266,56777.086,54955.92,58143.523,53718.47,50559.59
gasolinac,pr,ETS,Best,Estatistic,0.08492,62.71186,2.16134,0.6354,1.2613,0.9159,0.8188,0.5816,0.16144,201440.7903,201519.1513,201110.328,196346.0476,199773.4319,201995.8327,199570.0131,202129.0047,198512.0643,219897.6346,199880.5608,192422.575,218527.5189,218304.7139,216084.8214,211272.8685,215828.5584,217222.7062,214263.6938,217955.7097,213743.3478,236767.0559,214024.9889,206826.5666,214829.0798,216356.7416,216099.9439,211263.8594,214264.7288,216814.0762,214686.0583,217115.7601,212937.9871,234498.846,213913.6199,205911.5598,253749.3842,257254.6218,257107.4447,251875.2548,253247.5055,256896.2495,254944.8262,255650.1579,251892.1051,272226.8899,253546.3617,246532.1027,290270.5581,292930.3982,291975.8616,287129.9817,289883.8076,292533.6968,290298.5701,292082.827,287752.3814,308558.1264,289443.9087,281963.5312
gasolinac,rj,LagLlama-GLOBAL,Custom,LLM,0.07673,79.66102,4.94296,0.2039,1.0501,0.4322,0.8893,0.2546,0.118,163082.55,168243.14,163435.7,157742.34,169505.55,166273.39,162098.8,177473.1,169709.27,192873.28,174397.28,160115.47,167778.73,139438.12,139647.7,138247.55,141654.72,133887.7,136179.66,149435.88,145253.88,160040.88,143527.7,129158.83,151560.9,136231.12,143403.64,142723.95,152204.1,148525.47,151521.2,161669.62,152825.86,170892.12,156696.4,145771.9,157158.31,147406.7,151766,141277.62,155274.75,153833.78,155056.45,157577.4,157800.55,187355.95,154300.94,146746.31,209295.95,193011.05,204606.19,191545.98,193069.6,198823.1,195974.92,206420.22,202501.56,213736.06,191365.7,186932.27
gasolinac,rn,ETS,Best,Estatistic,0.06748,72.88136,-0.56018,0.729,1.1175,0.4865,0.975,0.3295,0.14653,50999.94257,49325.77614,50222.27166,48866.08274,50027.5491,51460.64774,50118.80677,51629.93531,49540.05529,54740.0031,50747.8674,47263.84522,52517.86797,51535.19432,51924.60855,50728.90652,52297.37917,53493.92241,51909.55352,53507.47838,51699.05048,56339.37606,52390.92927,49275.92267,50380.9878,48752.04076,50713.78738,48718.0593,50986.60656,53071.9221,51209.84897,53278.66335,50173.60662,56475.41911,49757.62321,45529.61127,48735.43154,47486.59251,49568.5306,48164.94389,50255.36143,51084.88452,50091.30618,51495.08615,48999.22292,54853.85351,48686.06606,44979.74839,54187.54365,53211.98626,56233.77114,54283.50999,57358.06084,58688.7887,57377.56934,58239.96069,55528.32714,62210.09115,54881.52209,50537.66985
gasolinac,ro,ETS,Best,Estatistic,0.04912,74.57627,1.30969,0.9396,0.9997,0.3724,0.8989,0.5917,0.11729,35478.54396,35118.55695,35499.76863,35488.90113,36770.68497,37536.46713,37125.1637,37366.51497,35610.96534,39020.82975,33801.83086,32592.91293,36576.83932,36410.33692,36645.12498,36302.83859,38244.34436,38712.09585,38027.07771,38424.55104,36827.62826,40382.2209,35101.26827,33620.01666,35300.84419,34631.52671,35384.54305,35133.98972,37906.56143,38803.24899,38392.54428,39221.36315,36430.94971,42182.69038,33168.31619,31016.82306,35549.94724,35406.87811,36135.93785,36282.37791,38438.77311,38875.05855,38279.70878,39005.90727,36671.45634,41278.59611,34213.48685,32472.96672,37571.20853,37451.53734,38397.36453,38190.37625,40967.17995,41730.05159,41131.2974,41459.77195,39480.59337,43670.79726,36296.19821,34622.6705
gasolinac,rr,ETS,Best,Estatistic,0.06821,76.27119,2.13366,0.9022,1.1885,0.3362,0.7919,0.8296,0.18052,12127.10019,11835.94509,11738.58492,11659.55375,11605.14603,12352.50572,12539.09673,12529.64703,11974.4098,12807.12954,11571.58407,11197.39825,13434.09417,13224.34069,13080.26188,12864.61583,13015.25572,13538.65267,13780.45625,13864.20102,13327.42187,14097.49277,12891.96278,12489.15571,13906.46453,13589.23817,13651.30052,13516.55918,13650.78592,14746.80394,14969.56637,15156.4264,13936.23215,15244.05534,13157.30231,12511.20986,14436.5606,14206.53868,14213.28446,14102.18252,14199.01916,14765.96826,15208.0593,15379.0266,14603.19526,15574.36739,13959.55888,13464.33143,15611.20141,15356.53071,15473.38825,15168.99446,15421.20919,16348.00649,16807.71253,16765.80086,15842.97662,17016.82722,15091.85238,14617.6164
gasolinac,rs,RF,Wind36_TsFel,Regressor,0.071467543,54.23728814,-3.109934991,0.8123,0.9554,1.4181,0.4012,0.8264,0.13274402,289215.375,288686.7604,287243.7773,286184.0703,286644.8545,287796.9631,293084.4209,299140.6114,302759.0279,307340.9118,290762.8178,291100.9881,284534.8046,286398.4185,279001.355,282601.3724,283071.8096,288023.5831,292340.0476,292140.9376,293641.4703,293458.2354,294563.1035,295782.1419,302071.504,300449.2991,301402.1521,301219.1687,301290.1827,298057.097,289570.355,286446.8008,294284.5455,293137.5338,295070.0758,295262.4625,286476.7462,288343.2667,308303.1471,293161.7001,300932.9669,309154.3937,310203.8407,308623.1356,307327.2962,309178.3725,308598.1191,308543.3204,322506.0049,315823.73,315025.8114,317129.2772,322775.1514,329205.9179,313918.139,315127.834,323427.1785,334311.0066,323325.3836,324898.8742
gasolinac,sc,kNN,Wind36_RawData,Regressor,0.054205337,67.79661017,-1.540532835,0.5179,0.8765,0.5865,0.6034,0.8686,0.122449091,248840.1991,241321.6305,237089.6803,231041.0969,238240.5576,243777.2171,239217.1496,246865.4027,242573.7453,265347.4765,251387.9078,234137.2966,242528.5422,234315.5021,216019.4706,221741.5989,227686.1494,229494.5505,227549.7379,240878.4724,235437.3438,275919.4048,258829.3408,242329.3876,265627.5758,248233.079,231364.4661,235296.5108,238833.1203,244320.9294,235644.7781,250473.6284,242453.6494,280398.6441,253240.0392,238527.5905,238753.7084,244138.4373,226820.6774,223818.2325,239549.7432,235567.1264,247096.3456,247874.1372,233959.9754,304034.4747,268123.2931,250028.4358,254670.5289,238207.7522,231017.7692,234515.607,241567.9355,238664.8066,237390.1232,247414.8381,259287.4963,305627.2798,264642.2483,242644.2969
gasolinac,se,ETS,Best,Estatistic,0.06314,69.49153,0.60095,0.8758,0.9244,0.5497,1.0227,0.3989,0.13134,31240.42432,29977.52665,29510.8879,29635.9052,29532.50893,30701.14732,30283.83955,30966.92334,29804.39798,33364.73783,31256.06934,28881.96129,31825.91075,31078.78518,30726.95037,30462.86781,30640.10505,31528.56445,31131.82808,31855.31516,30562.16151,33517.37951,31865.08422,30044.39486,31757.16698,30546.06752,30202.97063,30519.17477,30715.75007,32226.68172,31636.2224,32650.98645,30624.09669,34612.46824,31595.89985,29362.70629,30810.3361,29986.35552,29899.8564,30266.87919,30584.06912,31364.53402,31023.20219,31876.78917,30042.40262,33746.34993,30828.34425,28894.1748,34150.02848,33471.70857,33653.83294,33970.9612,34495.50458,35526.6707,35109.24277,35602.47581,33643.90672,37630.76947,34584.40406,32447.61776
gasolinac,sp,LagLlama,Exp22,LLM,0.103603642,62.71186441,1.297301847,0.4872,0.8811,0.8725,0.6245,0.8718,0.157865088,708360.125,683765.875,665822.875,667082.625,650600.9375,697467.6875,654161.375,710086.75,684225.625,765267.25,667754.6875,654920.375,653408.75,632258.6875,608305.9375,587685.25,599844.9375,602178.625,574651.9375,630227.3125,612520.625,665712.125,629764,620343.625,619585.6875,587569.4375,570511.6875,552563.5625,583817.5625,596475.125,621553.875,673509,673476,753654.5625,677610.1875,699808.5625,910668.3125,879315.6875,844050.1875,850849.3125,869959,888466.625,874646.8125,863629,870982.8125,1018228.625,874068.125,868034,915741.625,816485.4375,807774.875,767049,795982.625,832554.8125,800195.875,856263.3125,848711,978987.1875,876894.125,912976.8125
gasolinac,to,ETS,Best,Estatistic,0.05647,76.27119,1.01866,0.5986,1.09,0.5456,0.8263,0.4603,0.1361,29537.42719,28942.84523,29545.0399,29179.69828,32440.08296,30484.85141,29614.55483,29978.25529,28957.96351,32665.42505,28937.89408,27110.83748,30314.08931,30208.02778,30825.65377,29804.13687,33762.50153,31357.4401,30531.5174,30927.62347,29836.05524,33598.54658,29820.65616,28180.54191,29187.00415,29169.07708,29954.61489,29658.83258,34377.53583,31547.18543,30690.25341,31302.87227,29859.96343,34492.56214,28713.48386,26769.11337,30074.80977,30187.37003,31402.97214,31275.3569,35471.46158,32803.51832,31940.316,32170.61034,31006.69201,35414.30158,29542.8335,27488.85253,33959.64056,34003.91215,35591.27745,35406.62445,40180.07693,37917.35143,36817.55597,36377.24705,34989.6846,40116.00321,33775.96202,31885.22791
gasolinadeaviacao,ac,LagLlama-GLOBAL,Custom,LLM,2.27E+16,67.79661,3.21267,0.8658,0.5372,0.497,0.5848,0.3045,0.54231,33.300625,69.79059,43.87369,83.29094,38.236317,96.16225,33.908615,93.77795,41.548378,34.853764,61.048046,47.55067,38.141644,29.293787,56.42127,64.00022,44.243237,43.847412,80.274704,42.9581,67.58808,44.704193,35.66564,35.762375,33.82001,64.42523,44.86051,45.67072,67.06596,56.4646,79.69565,44.16893,55.27085,51.869156,77.981384,45.855724,124.183,14.694413,61.102737,61.967587,75.378204,65.69015,68.45589,76.838646,70.807106,59.33491,49.855568,35.666256,28.87051,80.427345,78.11114,63.545204,55.71128,101.17504,46.690174,93.61179,40.179348,61.76852,74.35846,60.0343
gasolinadeaviacao,al,LagLlama-GLOBAL,Custom,LLM,3.04E+15,69.49153,6.08435,0.4618,0.3514,0.5283,1.0966,0.5016,0.48286,21.530334,4.2470093,4.8890324,16.028816,15.909656,9.499212,11.453327,8.825279,10.89191,10.661015,12.811352,6.336725,7.867695,7.9616113,21.198626,10.980749,6.4165483,25.72104,10.627699,14.817575,18.311106,13.161216,14.753899,9.075981,28.95411,8.333073,10.319855,20.061775,7.5031867,17.678217,6.907103,15.402627,6.171589,13.823795,15.881434,7.895684,19.3854,5.691004,8.6442375,15.653687,9.218844,10.105923,15.792223,12.4394045,15.475952,11.678593,12.077309,10.082985,20.518618,24.124998,17.46255,25.733505,18.058369,22.715227,19.282158,18.508549,14.3392105,18.470972,20.389872,17.009027
gasolinadeaviacao,am,SVR,Wind24_TsCesium,Regressor,4.06E+16,5.084745763,6.686347356,0.9015,0.7174,0.4425,0.8838,1.0039,0.236442434,40.011821,40.011821,40.011821,40.011821,40.011821,40.011821,40.011821,40.011821,40.011821,40.011821,40.011821,40.011821,38.682336,38.682336,38.682336,38.682336,38.682336,38.682336,38.682336,38.682336,38.682336,38.682336,38.682336,38.682336,25.716012,25.716012,25.716012,25.716012,25.716012,25.716012,25.716012,25.716012,25.716012,25.716012,25.716012,25.716012,15.554561,15.554561,15.554561,15.554561,15.554561,15.554561,15.554561,15.554561,15.554561,15.554561,15.554561,15.554561,9.324835,9.324835,9.324835,9.324835,9.324835,9.324835,9.324835,9.324835,9.324835,9.324835,9.324835,9.324835
gasolinadeaviacao,ap,LagLlama-GLOBAL,Custom,LLM,3.21E+16,61.01695,5.17031,0.8684,0.5639,0.3821,0.6686,0.6101,1.04693,37.6684,35.45396,24.308311,38.71554,15.466745,33.44933,34.17882,39.498695,31.729975,15.009756,30.551489,21.576885,3.5770395,73.26852,2.0956748,85.40074,44.969933,48.951054,18.707214,68.86281,21.065578,33.33485,43.092075,15.865291,90.77111,65.33105,47.05449,66.326515,18.26386,62.891224,67.58603,41.006004,70.47925,17.857023,52.115788,29.39651,44.68108,72.405174,68.912155,50.987324,60.677135,45.596962,64.288895,64.421326,39.862003,56.641075,51.51538,26.442865,19.38704,42.803627,40.53408,41.37169,42.88269,53.456444,44.907818,62.254528,27.52626,36.66028,24.321379,56.796127
gasolinadeaviacao,ba,LagLlama-GLOBAL,Parm9,LLM,3.37E+15,55.9322,-2.35202,0.9304,0.7607,0.7347,0.6938,0.66,0.26336,160.80322,119.89641,111.57443,127.03233,134.17534,109.43149,128.46062,80.279976,112.103676,118.85528,136.29645,151.7923,107.20092,64.175446,77.35182,92.895775,44.87472,80.32234,69.7911,52.344048,67.7841,75.20883,72.30662,79.2717,102.21331,118.629265,84.871956,120.174164,109.94711,114.57668,122.35947,117.63256,124.94919,131.82668,123.30395,126.70583,156.94627,95.66734,170.77191,88.28257,150.75604,129.79716,161.2289,151.53432,128.04399,161.2589,146.14005,136.69084,146.71683,101.22898,103.07973,145.25125,133.18234,150.42072,142.70453,156.03764,127.179184,146.76732,174.97568,144.98335
gasolinadeaviacao,ce,RF,Wind12_TsCesium,Regressor,4.36E+15,52.54237288,-10.87979784,0.5224,0.8867,0.5386,0.7367,0.5554,0.234636111,29.311197,30.230607,28.722301,28.439902,31.511536,29.689603,29.859457,32.291373,32.194607,32.422494,30.952632,32.327877,28.952207,27.729748,27.48264,25.030274,30.363619,32.976515,28.913314,28.55285,30.396165,28.566859,28.729672,24.653205,37.293618,36.250868,35.5857,33.881115,35.696778,36.954478,35.172502,34.412896,35.993072,35.887648,35.339979,36.852881,32.067991,30.781797,29.910447,31.775646,37.609593,38.522577,31.772777,34.539362,31.841834,30.074694,36.836805,34.753276,36.622745,35.875691,35.494934,34.722863,36.766492,35.397915,35.765185,34.503592,35.660773,35.117337,35.303711,33.975362
gasolinadeaviacao,df,LagLlama,Exp24,LLM,1.13E+16,49.15254237,-32.66827883,1.4122,1.3727,0.4144,0.8393,0.8178,0.302994402,25.45927238,26.97524834,40.45995331,27.94153214,31.90599823,25.6415844,27.2068882,29.18720627,25.71132278,25.11478806,26.89273071,23.25880814,8.299193382,14.06599617,25.97312164,20.34462357,23.40720367,12.49677467,29.39171219,20.25341415,27.11961937,11.2246027,24.40044594,18.04823875,13.52243233,15.52444744,26.05303574,35.90572357,35.38088989,27.81010056,34.02079773,31.71665764,26.34541702,26.51461411,27.57017517,29.29392624,24.87633133,32.3362236,36.21078873,36.30895233,41.05400848,43.39141083,44.78656769,40.58378983,34.34647369,40.58072281,40.97559738,29.76270866,40.28721619,30.09493256,34.82358932,52.15545273,34.28495789,57.46746063,33.57375336,38.8824234,37.23021317,38.09595871,36.58696365,32.02183533
gasolinadeaviacao,es,SVR,Wind12_TsCesium,Regressor,0.341736674,6.779661017,-7.444727805,0.6833,0.4507,0.5018,0.8424,0.7328,0.594547616,55.983711,55.983711,55.983711,55.983711,55.983711,55.983711,55.983711,55.983711,55.983711,55.983711,55.983711,55.983711,43.160423,43.160423,43.160423,43.160423,43.160423,43.160423,43.160423,43.160423,43.160423,43.160423,43.160423,43.160423,46.330473,46.330473,46.330473,46.330473,46.330473,46.330473,46.330473,46.330473,46.330473,46.330473,46.330473,46.330473,43.160423,43.160423,43.160423,43.160423,43.160423,43.160423,43.160423,43.160423,43.160423,43.160423,43.160423,43.160423,46.330473,46.330473,46.330473,46.330473,46.330473,46.330473,46.330473,46.330473,46.330473,46.330473,46.330473,46.330473
gasolinadeaviacao,go,LagLlama-GLOBAL,Custom,LLM,0.23784,81.35593,6.39141,0.4254,0.9555,0.6119,0.7187,0.3732,0.22747,237.17294,249.1336,182.1859,200.16942,238.91978,188.2152,208.28395,161.25256,164.31306,179.75076,176.66457,158.07793,162.48154,91.167694,161.4082,131.82211,105.00379,113.73346,139.2912,94.640495,110.25273,110.048195,106.06905,84.75018,221.16678,208.31213,240.52017,292.22855,299.6634,302.61948,273.22122,295.36023,247.87114,383.1257,322.34503,318.8827,346.75375,319.8843,379.76126,310.44833,270.94858,345.41345,297.72083,305.3617,290.23096,345.7582,300.7283,282.49844,296.98135,281.1796,204.68748,340.98102,288.1799,228.79706,306.3843,261.3378,232.92308,275.71805,284.30606,228.88234
